iata,icao,state,country,candidate_networks,candidate_sid,mwgg_tz,lat,lon,matched_network,evidence_basis,location_distance_km,valid_subperiod_start,valid_subperiod_end,utc_offset_equivalent_2018_2019,found_in_iem_network,verification_tier,iem_tzname,archive_begin,archive_end,period_covers_2018_2019,tz_matches_mwgg,note
MKE,KMKE,Wisconsin,US,WI_ASOS,MKE,America/Chicago,42.9472007751,-87.8965988159,WI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00823610644907373,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1929-03-11,,True,True,
MKG,KMKG,Michigan,US,MI_ASOS,MKG,America/Detroit,43.16949844,-86.23819733,MI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.21554474218348807,2018-01-01,2019-12-31,,True,confirmed_period,America/Detroit,1947-12-31,,True,True,
MKK,PHMK,Hawaii,US,HI_ASOS,PHMK,Pacific/Honolulu,21.1529006958,-157.095993042,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.03183251037439365,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1940-01-29,,True,True,
MLB,KMLB,Florida,US,FL_ASOS,MLB,America/New_York,28.1028003693,-80.6453018188,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0001830632756848013,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1928-01-01,,True,True,
MLI,KMLI,Illinois,US,IL_ASOS,MLI,America/Chicago,41.4485015869,-90.5074996948,IL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00017827953005099668,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1929-07-08,,True,True,
MLU,KMLU,Louisiana,US,LA_ASOS,MLU,America/Chicago,32.5108985901,-92.0376968384,LA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0003353621789447466,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1912-07-01,,True,True,
MMH,KMMH,California,US,CA_ASOS,MMH,America/Los_Angeles,37.62409973,-118.8379974,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.07068512121455445,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1984-03-31,,True,True,
MOB,KMOB,Alabama,US,AL_ASOS,MOB,America/Chicago,30.6912002563,-88.2427978516,AL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.41928198967416075,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-01-01,,True,True,
MOT,KMOT,North Dakota,US,ND_ASOS,MOT,America/Chicago,48.2593994141,-101.2799987793,ND_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.022299208923813048,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-12-01,,True,True,
MQT,KSAW,Michigan,US,MI_ASOS,MQT,America/Detroit,46.3535995483,-87.395401001,,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",,,,,False,unconfirmed,,,,,,candidate sid MQT not found in MI_ASOS
MRY,KMRY,California,US,CA_ASOS,MRY,America/Los_Angeles,36.5870018005,-121.8430023193,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.640876233808084,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1945-03-01,,True,True,
MSN,KMSN,Wisconsin,US,WI_ASOS,MSN,America/Chicago,43.1399002075,-89.3375015259,WI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6375119594413422,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1939-09-27,,True,True,
MSO,KMSO,Montana,US,MT_ASOS,MSO,America/Denver,46.91630173,-114.0910034,MT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5129383934690785,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1948-01-01,,True,True,
MSP,KMSP,Minnesota,US,MN_ASOS,MSP,America/Chicago,44.8819999695,-93.2218017578,MN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.838411144927293,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1931-01-01,,True,True,
MSY,KMSY,Louisiana,US,LA_ASOS,MSY,America/Chicago,29.9934005737,-90.2580032349,LA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6649046812488402,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1932-05-01,,True,True,
MTJ,KMTJ,Colorado,US,CO_ASOS,MTJ,America/Denver,38.5097999573,-107.893997192,CO_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.614627371730268,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1972-12-31,,True,True,
MVY,KMVY,Massachusetts,US,MA_ASOS,MVY,America/New_York,41.3931007385,-70.6143035889,MA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0580929414881578,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1973-01-01,,True,True,
MYR,KMYR,South Carolina,US,SC_ASOS,MYR,America/New_York,33.6796989441,-78.9282989502,SC_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.16092014405495475,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1942-11-01,,True,True,
OAJ,KOAJ,North Carolina,US,NC_ASOS,OAJ,America/New_York,34.8292007446,-77.6120986938,NC_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.000145153361363868,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1976-12-25,,True,True,
OAK,KOAK,California,US,CA_ASOS,OAK,America/Los_Angeles,37.7212982178,-122.2210006714,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.1248243329360295,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1914-05-01,,True,True,
OGD,KOGD,Utah,US,UT_ASOS,OGD,America/Denver,41.1958999634,-112.0120010376,UT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.07843401615977855,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1948-01-01,,True,True,
OGG,PHOG,Hawaii,US,HI_ASOS,PHOG,Pacific/Honolulu,20.8985996246,-156.4299926758,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.1717061719863373,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1945-04-01,,True,True,
OGS,KOGS,New York,US,NY_ASOS,OGS,America/New_York,44.6819000244,-75.4654998779,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.0027511618413437e-05,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1977-05-01,,True,True,
OKC,KOKC,Oklahoma,US,OK_ASOS,OKC,America/Chicago,35.3931007385,-97.6007003784,OK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.46719007166496596,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1941-12-14,,True,True,
OMA,KOMA,Nebraska,US,NE_ASOS,OMA,America/Chicago,41.3031997681,-95.8940963745,NE_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.897249325939418,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1929-01-01,,True,True,
OME,PAOM,Alaska,US,AK_ASOS,PAOM,America/Nome,64.5121994019,-165.4450073242,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.009219650713330127,2018-01-01,2019-12-31,,True,confirmed_period,America/Nome,1908-06-14,,True,True,
ONT,KONT,California,US,CA_ASOS,ONT,America/Los_Angeles,34.0559997559,-117.6009979248,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.01861601213028987,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1942-12-15,,True,True,
ORD,KORD,Illinois,US,IL_ASOS,ORD,America/Chicago,41.97859955,-87.90480042,IL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",3.0157670189099623,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1946-10-01,,True,True,
ORF,KORF,Virginia,US,VA_ASOS,ORF,America/New_York,36.8945999146,-76.2012023926,VA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.2556657178686286,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-01-01,,True,True,
ORH,KORH,Massachusetts,US,MA_ASOS,ORH,America/New_York,42.2672996521,-71.8757019043,MA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00016140184284640176,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1949-01-01,,True,True,
OTH,KOTH,Oregon,US,OR_ASOS,OTH,America/Los_Angeles,43.417098999,-124.2460021973,OR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.3253496973773285,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1949-05-01,,True,True,
OTZ,PAOT,Alaska,US,AK_ASOS,PAOT,America/Nome,66.88469696,-162.598999,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.35833199082311434,2018-01-01,2019-12-31,,True,confirmed_period,America/Nome,1945-01-01,,True,True,
OWB,KOWB,Kentucky,US,KY_ASOS,OWB,America/Chicago,37.74010086,-87.16680145,KY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.14464928826702533,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1972-12-31,,True,True,
PAE,KPAE,Washington,US,WA_ASOS,PAE,America/Los_Angeles,47.90629959,-122.2819977,WA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.08333303479208087,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1941-10-01,,True,True,
PAH,KPAH,Kentucky,US,KY_ASOS,PAH,America/Chicago,37.060798645,-88.7738037109,KY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5030178427996549,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1949-09-01,,True,True,
PBG,KPBG,New York,US,NY_ASOS,PBG,America/New_York,44.6509017944,-73.4681015015,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.4826553752475096,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1956-01-14,,True,True,
PBI,KDJT,Florida,US,FL_ASOS,PBI,America/New_York,26.6832008362,-80.0955963135,,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",,,,,False,unconfirmed,,,,,,candidate sid PBI not found in FL_ASOS
PDX,KPDX,Oregon,US,OR_ASOS,PDX,America/Los_Angeles,45.58869934,-122.5979996,OR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.2942833429358203,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1936-05-01,,True,True,
PGD,KPGD,Florida,US,FL_ASOS,PGD,America/New_York,26.92020035,-81.9905014,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.3453154236816713,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1944-01-04,,True,True,
PGV,KPGV,North Carolina,US,NC_ASOS,PGV,America/New_York,35.6352005,-77.38529968,NC_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",6.266910104987634e-05,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
PHF,KPHF,Virginia,US,VA_ASOS,PHF,America/New_York,37.13190079,-76.49299622,VA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0003464198550363223,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
PHL,KPHL,Pennsylvania,US,PA_ASOS,PHL,America/New_York,39.8718986511,-75.2410964966,PA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.2483301509580693,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1940-01-25,,True,True,
PHX,KPHX,Arizona,US,AZ_ASOS,PHX,America/Phoenix,33.434299469,-112.0120010376,AZ_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.037214056261639344,2018-01-01,2019-12-31,,True,confirmed_period,America/Phoenix,1931-01-01,,True,True,
PIA,KPIA,Illinois,US,IL_ASOS,PIA,America/Chicago,40.6641998291,-89.6932983398,IL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.8735129909005215,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1935-04-17,,True,True,
PIB,KPIB,Mississippi,US,MS_ASOS,PIB,America/Chicago,31.4671001434,-89.337097168,MS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0002690675223643444,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1978-12-20,,True,True,
PIE,KPIE,Florida,US,FL_ASOS,PIE,America/New_York,27.91020012,-82.68740082,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.022252505332418234,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
PIH,KPIH,Idaho,US,ID_ASOS,PIH,America/Boise,42.9098014832,-112.5960006714,ID_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00820056065902613,2018-01-01,2019-12-31,,True,confirmed_period,America/Boise,1900-12-31,,True,True,
PIR,KPIR,South Dakota,US,SD_ASOS,PIR,America/Chicago,44.38270187,-100.2860031,SD_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0003223780903539755,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1944-03-01,,True,True,
PIT,KPIT,Pennsylvania,US,PA_ASOS,PIT,America/New_York,40.49150085,-80.23290253,PA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00023389452414475658,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1945-02-01,,True,True,
PLN,KPLN,Michigan,US,MI_ASOS,PLN,America/Detroit,45.57089996,-84.79669952,MI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",3.76267493570071e-05,2018-01-01,2019-12-31,,True,confirmed_period,America/Detroit,1947-12-31,,True,True,
PNS,KPNS,Florida,US,FL_ASOS,PNS,America/Chicago,30.473400116,-87.1865997314,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5233955983485942,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1937-04-01,,True,True,
PPG,NSTU,Eastern-District,AS,AS_ASOS,NSTU,Pacific/Pago_Pago,-14.3310003281,-170.710006714,AS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.05314413342083197,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Pago_Pago,1945-08-01,,True,True,
PQI,KPQI,Maine,US,ME_ASOS,PQI,America/New_York,46.68899918,-68.0447998,ME_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",9.24472937401351e-05,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1941-10-31,,True,True,
PRC,KPRC,Arizona,US,AZ_ASOS,PRC,America/Phoenix,34.65449905,-112.4199982,AZ_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.5002722528184306,2018-01-01,2019-12-31,,True,confirmed_period,America/Phoenix,1918-08-06,,True,True,
PSC,KPSC,Washington,US,WA_ASOS,PSC,America/Los_Angeles,46.2647018433,-119.1190032959,WA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00032588944733923347,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1945-04-01,,True,True,
PSE,TJPS,Ponce,PR,PR_ASOS,TJPS,America/Puerto_Rico,18.0083007813,-66.56300354,PR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00038429606955781107,2018-01-01,2019-12-31,,True,confirmed_period,America/Puerto_Rico,1941-04-01,,True,True,
PSG,PAPG,Alaska,US,AK_ASOS,PAPG,America/Sitka,56.80170059,-132.9450073,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.36909304058906595,2018-01-01,2019-12-31,True,True,tz_conflict_needs_resolution,America/Juneau,1948-07-01,,True,False,
PSM,KPSM,New Hampshire,US,NH_ASOS,PSM,America/New_York,43.0778999329,-70.8233032227,NH_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00026185321735943675,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-01-01,,True,True,
PSP,KPSP,California,US,CA_ASOS,PSP,America/Los_Angeles,33.82970047,-116.5070037842,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.028060384857724524,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1943-05-10,,True,True,
PUB,KPUB,Colorado,US,CO_ASOS,PUB,America/Denver,38.289100647,-104.4970016479,CO_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.15113226881097003,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1942-10-01,,True,True,
PUW,KPUW,Washington,US,WA_ASOS,PUW,America/Los_Angeles,46.7439002991,-117.1100006104,WA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.03052556900392733,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1972-12-31,,True,True,
PVD,KPVD,Rhode Island,US,RI_ASOS,PVD,America/New_York,41.7326011658,-71.4204025269,RI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.556852990772905,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-01-01,,True,True,
PVU,KPVU,Utah,US,UT_ASOS,PVU,America/Denver,40.2192001343,-111.7229995728,UT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.03399879721277592,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1980-05-29,,True,True,
PWM,KPWM,Maine,US,ME_ASOS,PWM,America/New_York,43.64619827,-70.30930328,ME_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.57796409006495,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-01-01,,True,True,
RAP,KRAP,South Dakota,US,SD_ASOS,RAP,America/Denver,44.04529953,-103.0569992065,SD_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0320338444759126,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1950-11-01,,True,True,
RDD,KRDD,California,US,CA_ASOS,RDD,America/Los_Angeles,40.50899887,-122.2929993,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.03387623584860703,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1944-09-01,,True,True,
RDM,KRDM,Oregon,US,OR_ASOS,RDM,America/Los_Angeles,44.2541008,-121.1500015,OR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.022328291709632755,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1942-01-01,,True,True,
RDU,KRDU,North Carolina,US,NC_ASOS,RDU,America/New_York,35.8776016235,-78.7874984741,NC_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.699818359702351,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1945-10-31,,True,True,
RFD,KRFD,Illinois,US,IL_ASOS,RFD,America/Chicago,42.195400238,-89.0971984863,IL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.9018668890659978,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1951-03-01,,True,True,
RHI,KRHI,Wisconsin,US,WI_ASOS,RHI,America/Chicago,45.6311988831,-89.4674987793,WI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0001563113897683705,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1972-12-31,,True,True,
RIC,KRIC,Virginia,US,VA_ASOS,RIC,America/New_York,37.5051994324,-77.3197021484,VA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.7728005275986787,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1942-09-24,,True,True,
RKS,KRKS,Wyoming,US,WY_ASOS,RKS,America/Denver,41.59420013,-109.0650024,WY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.016432213186603244,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1930-04-09,,True,True,
RNO,KRNO,Nevada,US,NV_ASOS,RNO,America/Los_Angeles,39.4990997314,-119.7679977417,NV_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.710971865648842,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1943-01-05,,True,True,
ROA,KROA,Virginia,US,VA_ASOS,ROA,America/New_York,37.3255004883,-79.975402832,VA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.9351756846932763,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-01-01,,True,True,
ROC,KROC,New York,US,NY_ASOS,ROC,America/New_York,43.1189002991,-77.6724014282,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.4261360957783263,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1930-04-17,,True,True,
ROP,PGRO,Rota,MP,GU_ASOS,PGRO,Pacific/Saipan,14.1743001938,145.2429962158,GU_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.05349691940175564,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Saipan,2000-01-07,,True,True,
ROW,KROW,New Mexico,US,NM_ASOS,ROW,America/Denver,33.3016014099,-104.53099823,NM_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.20078654450670075,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1942-07-13,,True,True,
